set,name,foil,ck,mkm
Innistrad,Laboratory Maniac,TRUE,"6,36","12,59"
Unhinged,Ladies' Knight,TRUE,"0,45","0,45"
Legends,Lady Evangela,FALSE,"12,71","13,50"
Unhinged,Land Aid '04,TRUE,"0,45","0,14"
Mercadian Masques,Land Grant,FALSE,"0,04","0,09"
Legends,Land Tax,FALSE,"21,19","29,70"
Fourth Edition,Land Tax,FALSE,"12,29","11,25"
Urza's Destiny,Landslide,TRUE,"0,08","0,35"
Commander 2016,Languish,FALSE,"0,25","0,53"
Lorwyn,Lash Out,TRUE,"0,38","0,21"
New Phyrexia,Lashwrithe,FALSE,"0,08","0,09"
Ravnica: City of Guilds,Last Gasp,TRUE,"0,07","0,09"
Odyssey,Last Rites,TRUE,"0,07","0,09"
Commander 2016,Lavalanche,FALSE,"0,08","0,08"
Worldwake,Leatherback Baloth,FALSE,"0,13","0,62"
Tempest,Legacy's Allure,FALSE,"0,05","0,06"
Tempest,Legerdemain,FALSE,"0,05","0,04"
Darksteel,Leonin Bola,TRUE,"0,07","0,08"
Mirrodin,Leonin Skyhunter,TRUE,"0,38","0,18"
Conspiracy: Take the Crown,"Leovold, Emissary of Trest",FALSE,"25,42","32,22"
Magic 2011,Leyline of Anticipation,FALSE,"5,51","6,75"
Magic 2011,Leyline of Punishment,FALSE,"0,85","0,89"
Magic 2011,Leyline of Sanctity,FALSE,"13,98","16,88"
Magic 2011,Leyline of the Void,TRUE,"21,86","19,80"
Magic 2011,Leyline of Vitality,FALSE,"0,21","0,26"
Alara Reborn,Lich Lord of Unx,FALSE,"6,78","7,18"
Shards of Alara,Lich's Mirror,FALSE,"1,69","1,79"
Weatherlight,Liege of the Hollows,FALSE,"0,97","0,18"
Scars of Mirrodin,Liege of the Tangle,FALSE,"1,44","1,31"
Duel Decks: Izzet vs. Golgari,Life from the Loam,FALSE,"5,51","9,90"
Ravnica: City of Guilds,Life from the Loam,FALSE,"6,14","9,90"
New Phyrexia,Life's Finale,FALSE,"0,32","0,44"
Eventide,Light from Within,FALSE,"0,42","1,07"
Rise of the Eldrazi,Lighthouse Chronologist,FALSE,"5,93","5,40"
Mirrodin,Lightning Coils,FALSE,"0,08","0,09"
Urza's Saga,Lightning Dragon,FALSE,"0,25","0,72"
Mirrodin,Lightning Greaves,TRUE,"9,15","8,26"
Commander 2011,Lightning Greaves,FALSE,"0,64","1,22"
Ravnica: City of Guilds,Lightning Helix,FALSE,"3,14","2,16"
Alara Reborn,Lightning Reaver,FALSE,"0,08","0,14"
Coldsnap,Lightning Storm,FALSE,"0,28","0,43"
Theros,Lightning Strike,FALSE,"0,04","0,01"
Theros,Lightning Strike,TRUE,"0,11","0,23"
Lorwyn,Lignify,FALSE,"0,05","0,02"
Innistrad,Liliana of the Veil,FALSE,"50,84","62,78"
Magic 2011,Liliana's Caress,TRUE,"2,97","4,74"
Magic 2011,Liliana's Caress,FALSE,"1,27","2,23"
Magic 2013,Liliana's Shade,TRUE,"0,05","0,11"
Modern Masters 2017,Lingering Souls,FALSE,"0,14","0,18"
Dark Ascension,Lingering Souls,FALSE,"0,16","0,32"
Rise of the Eldrazi,"Linvala, Keeper of Silence",FALSE,"7,63","9,90"
Oath of the Gatewatch,"Linvala, the Preserver",FALSE,"0,21","0,36"
Mirage,Lion's Eye Diamond,FALSE,"84,74","76,50"
Duel Decks: Phyrexia vs. the Coalition,Living Death,FALSE,"3,14","1,35"
Time Spiral,Living End,FALSE,"6,57","8,08"
Judgment,Living Wish,FALSE,"2,12","1,61"
Ninth Edition,Llanowar Elves,FALSE,"0,05","0,02"
Apocalypse,Llanowar Wastes,TRUE,"9,49","13,50"
Torment,"Llawan, Cephalid Empress",FALSE,"0,21","0,36"
Duel Decks: Ajani vs. Nicol Bolas,Loam Lion,FALSE,"0,14","0,09"
Dissension,Loaming Shaman,FALSE,"0,08","0,23"
Worldwake,Lodestone Golem,FALSE,"0,21","0,27"
Future Sight,Logic Knot,FALSE,"0,20","0,05"
Onslaught,Lonely Sandbar,TRUE,"1,19","1,13"
Seventh Edition,Longbow Archer,TRUE,"0,51","1,80"
Time Spiral,Looter il-Kor,TRUE,"1,48","3,59"
Time Spiral,Looter il-Kor,FALSE,"0,04","0,02"
Seventh Edition,Lord of Atlantis,TRUE,"45,76","36,00"
Fifth Edition,Lord of Atlantis,FALSE,"1,69","3,06"
Alara Reborn,Lord of Extinction,FALSE,"5,93","5,63"
Amonkhet,Lord of the Accursed,FALSE,"0,13","0,09"
Tenth Edition,Lord of the Pit,TRUE,"1,91","2,84"
Alara Reborn,Lorescale Coatl,FALSE,"0,05","0,05"
Alara Reborn,Lorescale Coatl,TRUE,"0,14","0,80"
Zendikar,"Lorthos, the Tidemaker",TRUE,"2,33","2,24"
Zendikar,"Lorthos, the Tidemaker",FALSE,"0,28","0,27"
Time Spiral,Lotus Bloom,FALSE,"5,08","4,91"
Zendikar,Lotus Cobra,FALSE,"5,08","5,54"
Ravnica: City of Guilds,Loxodon Hierarch,FALSE,"0,08","0,14"
Duel Decks: Elspeth vs. Tezzeret,Loyal Sentry,FALSE,"0,08","0,08"
Zendikar,Lullmage Mentor,FALSE,"0,22","0,09"
Zendikar,Luminarch Ascension,FALSE,"3,39","3,40"
Zendikar,Luminarch Ascension,TRUE,"6,36","5,39"
Duel Decks: Divine vs. Demonic,Luminous Angel,FALSE,"0,13","0,17"
Conspiracy,Lurking Automaton,TRUE,"0,07","0,09"
Magic 2010,Lurking Predators,FALSE,"1,48","0,85"
Scars of Mirrodin,Lux Cannon,FALSE,"1,69","2,25"
Commander 2014,Lys Alana Huntmaster,FALSE,"0,04","0,02"
Gatecrash,Madcap Skills,TRUE,"0,05","0,09"
Gatecrash,Madcap Skills,TRUE,"0,05","0,09"
Conflux,Maelstrom Archangel,FALSE,"6,36","5,36"
Alara Reborn,Maelstrom Pulse,FALSE,"8,90","9,89"
Planechase 2012,Maelstrom Wanderer,FALSE,"3,81","4,49"
Alara Reborn,Mage Slayer,FALSE,"0,32","0,14"
Conspiracy,Magister of Worth,TRUE,"0,64","0,23"
Conflux,Magister Sphinx,FALSE,"1,10","0,45"
Duel Decks: Jace vs. Chandra,Magma Jet,FALSE,"0,07","0,08"
Fifth Dawn,Magma Jet,FALSE,"0,07","0,05"
Magic 2010,Magma Phoenix,TRUE,"0,17","0,23"
Amonkhet,Magma Spray,FALSE,"0,04","0,00"
Amonkhet,Magma Spray,FALSE,"0,04","0,00"
Commander 2011,Magmatic Force,FALSE,"0,81","1,62"
Zendikar,"Magosi, the Waterveil",FALSE,"0,08","0,09"
Time Spiral,Magus of the Candelabra,FALSE,"0,61","0,09"
Time Spiral,Magus of the Disk,FALSE,"0,32","0,14"
Future Sight,Magus of the Moon,FALSE,"15,68","11,64"
Torment,Major Teroh,FALSE,"0,08","0,22"
Innistrad,Makeshift Mauler,TRUE,"0,05","0,05"
Commander 2011,Malfegor,FALSE,"0,21","0,41"
Conflux,Malfegor,FALSE,"0,21","0,52"
Avacyn Restored,Malignus,FALSE,"1,10","0,71"
Eternal Masters,Man-o'-War,TRUE,"0,07","0,05"
Ninth Edition,Mana Clash,FALSE,"0,08","0,13"
Journey into Nyx,Mana Confluence,FALSE,"4,49","4,49"
Journey into Nyx,Mana Confluence,TRUE,"7,63","11,43"
Revised Edition,Mana Flare,FALSE,"1,48","0,81"
Stronghold,Mana Leak,FALSE,"0,05","0,09"
Eighth Edition,Mana Leak,TRUE,"5,08","4,05"
Magic 2011,Mana Leak,FALSE,"0,04","0,02"
Magic 2012,Mana Leak,FALSE,"0,04","0,09"
Commander 2011,Mana-Charged Dragon,FALSE,"0,85","1,08"
Magic Origins,Managorger Hydra,FALSE,"0,42","0,44"
Magic 2014,Manaweft Sliver,FALSE,"0,28","0,44"
Time Spiral,Mangara of Corondor,FALSE,"0,68","0,90"
Morningtide,Maralen of the Mornsong,FALSE,"1,95","1,11"
Weatherlight,Maraxus of Keld,FALSE,"0,07","0,09"
Mirrodin,March of the Machines,TRUE,"1,34","0,77"
Conspiracy,Marchesa's Emissary,TRUE,"0,05","0,14"
Conspiracy,"Marchesa, the Black Rose",FALSE,"1,69","1,35"
Fate Reforged,Mardu Scout,TRUE,"0,07","0,09"
Conflux,Mark of Asylum,FALSE,"0,42","0,45"
Modern Masters 2017,Marsh Flats,TRUE,"22,88","27,90"
Coldsnap,Martyr of Ashes,FALSE,"0,05","0,01"
Alara Reborn,Mask of Riddles,FALSE,"0,06","0,05"
Shadowmoor,Mass Calcify,FALSE,"0,08","0,11"
Nemesis,Massacre,FALSE,"0,04","0,26"
Gatecrash,Massive Raid,TRUE,"0,08","0,08"
Commander 2016,Master Biomancer,FALSE,"0,72","0,79"
Duel Decks: Elspeth vs. Tezzeret,Master of Etherium,FALSE,"1,27","1,80"
Shards of Alara,Master of Etherium,TRUE,"3,39","3,15"
Magic 2013,Master of the Pearl Trident,FALSE,"3,56","4,94"
Magic 2010,Master of the Wild Hunt,FALSE,"5,08","6,30"
Theros,Master of Waves,FALSE,"1,69","2,59"
Commander 2011,Master Warcraft,FALSE,"0,24","0,09"
Ravnica: City of Guilds,Master Warcraft,FALSE,"0,21","0,09"
Urza's Destiny,Masticore,TRUE,"17,80","40,40"
Urza's Destiny,Masticore,FALSE,"0,42","0,72"
Oath of the Gatewatch,Matter Reshaper,FALSE,"1,36","1,04"
New Phyrexia,Maul Splicer,TRUE,"0,05","0,14"
Shards of Alara,Mayael the Anima,FALSE,"0,21","0,32"
Alara Reborn,Mayael's Aria,FALSE,"2,12","1,62"
Eternal Masters,Maze of Ith,FALSE,"4,32","5,75"
Eternal Masters,Maze of Ith,TRUE,"8,47","7,86"
Oath of the Gatewatch,Meandering River,TRUE,"0,07","0,09"
Planeshift,Meddling Mage,FALSE,"2,54","2,50"
Alara Reborn,Meddling Mage,FALSE,"2,54","2,70"
Tempest,Meditate,FALSE,"1,91","2,16"
Theros,Medomai the Ageless,FALSE,"0,32","0,23"
Conflux,Meglonoth,FALSE,"0,20","0,14"
Stronghold,Megrim,FALSE,"0,04","0,02"
Magic 2010,Megrim,FALSE,"0,05","0,05"
Dragon's Maze,"Melek, Izzet Paragon",FALSE,"0,08","0,09"
New Phyrexia,"Melira, Sylvok Outcast",FALSE,"0,85","2,25"
Champions of Kamigawa,Meloku the Clouded Mirror,FALSE,"0,16","0,14"
Urza's Saga,Meltdown,FALSE,"0,04","0,05"
Shards of Alara,Memory Erosion,FALSE,"1,19","0,36"
Shadowmoor,Memory Plunder,FALSE,"1,10","0,89"
New Phyrexia,Mental Misstep,FALSE,"0,17","0,36"
Innistrad,Mentor of the Meek,FALSE,"0,44","0,30"
Homelands,Merchant Scroll,FALSE,"1,53","1,80"
Eighth Edition,Merchant Scroll,FALSE,"1,69","1,71"
The Dark,Merfolk Assassin,FALSE,"0,04","0,43"
Magic 2010,Merfolk Looter,TRUE,"0,07","0,16"
Magic 2010,Merfolk Sovereign,FALSE,"0,42","0,23"
Magic 2011,Merfolk Sovereign,FALSE,"0,08","0,09"
Lorwyn,Merrow Reejerey,FALSE,"2,75","1,17"
Lorwyn,Merrow Reejerey,TRUE,"4,66","4,28"
Urza's Destiny,Metalworker,FALSE,"16,52","19,80"
Planeshift,Meteor Crater,FALSE,"0,51","0,43"
Amonkhet,Miasmic Mummy,TRUE,"0,05","0,02"
Urza's Saga,Midsummer Revel,FALSE,"0,08","0,05"
Conflux,Might of Alara,TRUE,"0,07","0,13"
Urza's Legacy,Might of Oaks,FALSE,"0,08","0,29"
Modern Masters 2017,Might of Old Krosa,FALSE,"0,17","0,11"
Time Spiral,Might of Old Krosa,FALSE,"0,17","0,36"
Innistrad,"Mikaeus, the Lunarch",FALSE,"2,12","2,69"
Dark Ascension,"Mikaeus, the Unhallowed",FALSE,"16,10","17,07"
Saviors of Kamigawa,"Mikokoro, Center of the Sea",FALSE,"7,63","5,40"
Lorwyn,Militia's Pride,FALSE,"0,59","0,68"
Alara Reborn,Mind Funeral,FALSE,"1,69","1,62"
Morningtide,Mind Shatter,FALSE,"0,08","0,05"
Morningtide,Mind Shatter,FALSE,"0,08","0,05"
Morningtide,Mind Shatter,FALSE,"0,08","0,05"
Torment,Mind Sludge,TRUE,"0,07","0,27"
Mirrodin,Mind's Eye,FALSE,"5,42","3,51"
Zendikar,Mindbreak Trap,FALSE,"4,66","3,15"
Shards of Alara,Mindlock Orb,FALSE,"0,08","0,08"
Commander 2011,Minds Aglow,FALSE,"0,32","0,26"
Innistrad,Mindshrieker,FALSE,"0,08","0,02"
Scars of Mirrodin,Mindslaver,FALSE,"1,53","1,34"
Shards of Alara,Minion Reflector,FALSE,"0,08","0,13"
Theros,Minotaur Skullcleaver,TRUE,"0,07","0,05"
Saviors of Kamigawa,"Miren, the Moaning Well",FALSE,"5,08","4,13"
Mirrodin Besieged,Mirran Crusader,FALSE,"0,42","1,08"
Tempest,Mirri's Guile,FALSE,"11,86","14,31"
Exodus,"Mirri, Cat Warrior",FALSE,"0,32","0,44"
Lorwyn,Mirror Entity,FALSE,"0,38","0,26"
Conflux,Mirror-Sigil Sergeant,FALSE,"0,85","0,45"
Conflux,Mirror-Sigil Sergeant,TRUE,"1,53","1,80"
Oath of the Gatewatch,Mirrorpool,FALSE,"0,72","0,80"
Shadowmoor,Mirrorweave,FALSE,"0,17","0,41"
Urza's Legacy,Miscalculation,TRUE,"6,10","8,99"
Urza's Legacy,Miscalculation,FALSE,"0,04","0,08"
Mercadian Masques,Misdirection,FALSE,"1,69","2,16"
Duel Decks: Elspeth vs. Tezzeret,Mishra's Factory,FALSE,"0,20","0,36"
Antiquities,Mishra's Factory,FALSE,"17,80","161,99"
Fourth Edition,Mishra's Factory,FALSE,"0,08","0,45"
Time Spiral,"Mishra, Artificer Prodigy",TRUE,"4,66","4,49"
Avacyn Restored,Mist Raven,TRUE,"0,07","0,09"
Lorwyn,Mistbind Clique,FALSE,"7,20","5,84"
Theros,Mistcutter Hydra,FALSE,"0,08","0,07"
Avacyn Restored,Misthollow Griffin,FALSE,"0,21","0,68"
Dissension,Mistral Charger,TRUE,"0,38","0,43"
Shadowmoor,Mistveil Plains,FALSE,"2,54","1,58"
Alara Reborn,Mistvein Borderpost,TRUE,"0,17","0,17"
Archenemy,Mistvein Borderpost,FALSE,"0,04","0,05"
Magic 2011,Mitotic Slime,FALSE,"0,08","0,09"
Rise of the Eldrazi,Mnemonic Wall,FALSE,"0,05","0,01"
Rise of the Eldrazi,Mnemonic Wall,FALSE,"0,05","0,01"
Anthologies,Mogg Flunkies,FALSE,"0,05","0,09"
Stronghold,Mogg Maniac,FALSE,"0,17","0,09"
Anthologies,Mogg Raider,FALSE,"0,07","0,16"
Time Spiral,Mogg War Marshal,FALSE,"0,05","0,09"
Ravnica: City of Guilds,Moldervine Cloak,TRUE,"0,14","0,14"
Innistrad,Moldgraf Monstrosity,FALSE,"0,08","0,09"
Magic 2014,Molten Birth,TRUE,"0,07","0,09"
Modern Masters 2017,Molten Rain,FALSE,"0,04","0,02"
Mirrodin,Molten Rain,TRUE,"3,05","3,10"
Mirrodin,Molten Rain,FALSE,"0,04","0,18"
Time Spiral,Momentary Blink,TRUE,"0,76","0,68"
Time Spiral,Momentary Blink,TRUE,"0,76","0,68"
Khans of Tarkir,Monastery Swiftspear,FALSE,"0,68","0,45"
Innistrad,Moonmist,FALSE,"0,04","0,02"
Innistrad,Moorland Haunt,FALSE,"0,08","0,14"
Odyssey,Morgue Theft,TRUE,"0,08","0,09"
Innistrad,Morkrut Banshee,TRUE,"0,07","0,05"
Ravnica: City of Guilds,Moroii,TRUE,"0,17","0,08"
Commander 2011,Mortify,FALSE,"0,24","0,07"
New Phyrexia,Mortis Dogs,TRUE,"0,07","0,09"
Battle for Zendikar,Mortuary Mire,TRUE,"0,08","0,05"
Archenemy,Mosswort Bridge,FALSE,"0,28","0,68"
Lorwyn,Mosswort Bridge,FALSE,"0,20","0,36"
Urza's Legacy,Mother of Runes,FALSE,"0,72","1,13"
Urza's Legacy,Mother of Runes,TRUE,"21,19","32,40"
Coldsnap,Mouth of Ronom,TRUE,"2,03","2,70"
Stronghold,Mox Diamond,FALSE,"72,03","85,50"
Scars of Mirrodin,Mox Opal,FALSE,"35,59","36,00"
Ravnica: City of Guilds,Muddle the Mixture,FALSE,"0,31","0,45"
Rise of the Eldrazi,Mul Daya Channelers,FALSE,"0,61","0,89"
Duel Decks: Jace vs. Chandra,Mulldrifter,FALSE,"0,20","0,14"
Lorwyn,Mulldrifter,TRUE,"1,36","1,80"
Lorwyn,Mulldrifter,FALSE,"0,21","0,14"
Urza's Legacy,Multani's Acolyte,TRUE,"0,17","0,90"
Conspiracy: Take the Crown,Murder,FALSE,"0,04","0,00"
Magic 2013,Murder,FALSE,"0,04","0,02"
Khans of Tarkir,Murderous Cut,FALSE,"0,04","0,02"
Shadowmoor,Murderous Redcap,TRUE,"0,64","1,98"
Shadowmoor,Murderous Redcap,FALSE,"0,06","0,09"
Morningtide,Murmuring Bosk,TRUE,"4,24","4,50"
From the Vault: Realms,Murmuring Bosk,FALSE,"0,85","0,90"
Tempest,Muscle Sliver,FALSE,"0,05","0,36"
New Phyrexia,Mutagenic Growth,FALSE,"0,19","0,27"
Morningtide,Mutavault,FALSE,"7,41","9,55"
Duel Decks: Garruk vs. Liliana,Mutilate,FALSE,"0,21","0,25"
Alara Reborn,Mycoid Shepherd,FALSE,"0,08","0,09"
Shards of Alara,Mycoloth,FALSE,"0,64","0,36"
Commander 2013,Myr Battlesphere,FALSE,"0,08","0,13"
Mirrodin,Myr Incubator,FALSE,"0,08","0,13"
New Phyrexia,Myr Superion,FALSE,"0,68","0,90"
Commander 2014,Myriad Landscape,FALSE,"0,38","0,45"
Odyssey,Mystic Enforcer,FALSE,"0,08","0,18"
Shadowmoor,Mystic Gate,FALSE,"11,44","9,60"
Khans of Tarkir,Mystic Monastery,FALSE,"0,04","0,02"
Ice Age,Mystic Remora,FALSE,"0,25","0,29"
Eternal Masters,Mystical Tutor,TRUE,"8,47","8,10"
Classic Sixth Edition,Mystical Tutor,FALSE,"3,98","2,69"
Amonkhet,Naga Vitalist,TRUE,"0,07","0,05"
Lorwyn,Nameless Inversion,TRUE,"0,38","0,18"
Lorwyn,Nameless Inversion,TRUE,"0,38","0,18"
Torment,Nantuko Shade,FALSE,"0,08","0,12"
Legions,Nantuko Vigilante,TRUE,"0,08","0,14"
Future Sight,Narcomoeba,FALSE,"1,27","0,62"
Khans of Tarkir,"Narset, Enlightened Master",FALSE,"0,21","0,18"
Lorwyn,Nath of the Gilt-Leaf,FALSE,"0,28","0,23"
Eternal Masters,Natural Order,FALSE,"5,93","9,44"
Visions,Natural Order,FALSE,"8,05","9,45"
Eternal Masters,Nature's Claim,FALSE,"0,04","0,02"
Eternal Masters,Nature's Claim,FALSE,"0,04","0,02"
Duel Decks: Garruk vs. Liliana,Nature's Lore,FALSE,"1,10","0,36"
Ice Age,Nature's Lore,FALSE,"0,13","0,23"
Portal,Nature's Ruin,FALSE,"0,04","0,68"
Shards of Alara,Naya Panorama,FALSE,"0,04","0,02"
Legends,Nebuchadnezzar,FALSE,"11,86","9,89"
Return to Ravnica,Necropolis Regent,FALSE,"2,54","1,35"
Scars of Mirrodin,Necrotic Ooze,FALSE,"0,28","0,43"
Magic 2013,"Nefarox, Overlord of Grixis",FALSE,"0,08","0,23"
Morningtide,Negate,FALSE,"0,05","0,01"
Alara Reborn,Nemesis of Reason,FALSE,"3,14","2,25"
Modern Masters 2015,Nest Invader,TRUE,"0,07","0,02"
Planechase Anthology,Nest Invader,FALSE,"0,09","0,08"
Rise of the Eldrazi,Nest Invader,TRUE,"0,17","0,44"
Fourth Edition,Nether Shadow,FALSE,"0,85","1,35"
Eventide,Nettle Sentinel,FALSE,"1,69","1,33"
Lorwyn,Nettlevine Blight,FALSE,"0,08","0,03"
Commander 2013,Nevinyrral's Disk,FALSE,"0,25","0,36"
Eternal Masters,Nevinyrral's Disk,FALSE,"0,21","0,27"
Fourth Edition,Nevinyrral's Disk,FALSE,"0,68","0,45"
Champions of Kamigawa,Nezumi Cutthroat,TRUE,"0,38","0,05"
Chronicles,Nicol Bolas,FALSE,"1,10","0,43"
Magic 2013,"Nicol Bolas, Planeswalker",FALSE,"3,81","4,41"
Eternal Masters,Night's Whisper,TRUE,"0,38","0,23"
Eternal Masters,Night's Whisper,FALSE,"0,14","0,02"
Commander 2015,Nighthowler,FALSE,"0,08","0,08"
Planeshift,Nightscape Familiar,TRUE,"3,73","2,70"
Avacyn Restored,Nightshade Peddler,TRUE,"0,05","0,13"
Eventide,Nightsky Mimic,TRUE,"0,14","0,23"
Commander 2013,Nihil Spellbomb,FALSE,"0,08","0,13"
Betrayers of Kamigawa,Ninja of the Deep Hours,TRUE,"4,66","4,04"
Betrayers of Kamigawa,Ninja of the Deep Hours,FALSE,"0,06","0,02"
Rise of the Eldrazi,Nirkana Revenant,FALSE,"12,71","12,38"
Modern Masters 2017,"Niv-Mizzet, Dracogenius",TRUE,"0,38","0,63"
Guildpact,"Niv-Mizzet, the Firemind",FALSE,"0,42","0,89"
Dragon's Maze,Nivix Cyclops,FALSE,"0,04","0,00"
Future Sight,Nix,FALSE,"0,16","0,07"
Urza's Legacy,No Mercy,TRUE,"19,32","24,26"
Conflux,Noble Hierarch,FALSE,"27,96","35,01"
Conflux,Noble Hierarch,TRUE,"50,84","63,00"
Eventide,Noggle Bandit,TRUE,"0,05","0,08"
Khans of Tarkir,Nomad Outpost,FALSE,"0,04","0,02"
Lorwyn,Nova Chaser,FALSE,"1,53","1,35"
Worldwake,Novablast Wurm,FALSE,"0,97","0,89"
Worldwake,Novablast Wurm,TRUE,"2,97","4,05"
New Phyrexia,Noxious Revival,FALSE,"0,85","1,76"
Commander 2011,"Numot, the Devastator",FALSE,"0,34","0,09"
Conflux,Nyxathid,FALSE,"1,27","2,24"
Exodus,Oath of Ghouls,FALSE,"0,20","0,23"
Zendikar,"Ob Nixilis, the Fallen",FALSE,"2,37","2,69"
Shards of Alara,Obelisk of Grixis,TRUE,"0,07","0,05"
Shards of Alara,Oblivion Ring,FALSE,"0,04","0,02"
Magic 2012,Oblivion Ring,FALSE,"0,04","0,02"
Torment,Obsessive Search,TRUE,"0,08","0,23"
Zendikar,Obsidian Fireheart,FALSE,"0,21","0,32"
Shadows over Innistrad,"Odric, Lunarch Marshal",FALSE,"0,21","0,02"
Amonkhet,Oketra's Monument,TRUE,"1,19","0,34"
Betrayers of Kamigawa,Okiba-Gang Shinobi,TRUE,"1,04","0,89"
Betrayers of Kamigawa,Okiba-Gang Shinobi,FALSE,"0,04","0,02"
Innistrad,Olivia Voldaren,FALSE,"3,39","2,47"
Conspiracy: Take the Crown,Omenspeaker,TRUE,"0,07","0,06"
Worldwake,"Omnath, Locus of Mana",FALSE,"6,78","5,40"
Magic 2013,Omniscience,FALSE,"14,41","14,36"
Eventide,Oona's Grace,TRUE,"0,17","0,22"
Commander 2013,Opal Palace,FALSE,"0,04","0,02"
Conspiracy: Take the Crown,Opaline Unicorn,TRUE,"0,07","0,06"
Shadows over Innistrad,Open the Armory,TRUE,"1,19","0,27"
Magic 2010,Open the Vaults,FALSE,"0,28","0,23"
Urza's Destiny,Opposition,FALSE,"1,27","2,25"
Zendikar,Oracle of Mul Daya,FALSE,"12,71","9,90"
Zendikar,"Oran-Rief, the Vastwood",FALSE,"0,32","0,36"
Seventh Edition,Orcish Oriflamme,TRUE,"0,17","0,89"
Theros,Ordeal of Nylea,TRUE,"0,08","0,05"
Fallen Empires,Order of Leitbur,FALSE,"0,05","0,02"
Planeshift,Orim's Chant,FALSE,"3,39","3,15"
Tempest,Orim's Prayer,FALSE,"0,05","0,05"
Tempest,"Orim, Samite Healer",FALSE,"0,28","0,23"
Future Sight,"Oriss, Samite Guardian",FALSE,"0,16","0,09"
Magic 2010,Ornithopter,FALSE,"0,04","0,02"
Commander 2011,"Oros, the Avenger",FALSE,"0,14","0,02"
Guildpact,Orzhov Basilica,TRUE,"0,51","0,60"
Gatecrash,Orzhov Guildgate,TRUE,"0,08","0,16"
Dragon's Maze,Orzhov Guildgate,FALSE,"0,05","0,01"
Guildpact,Orzhov Signet,TRUE,"2,03","1,79"
Avacyn Restored,Otherworld Atlas,FALSE,"0,08","0,05"
Champions of Kamigawa,Otherworldly Journey,TRUE,"0,14","0,26"
Arabian Nights,Oubliette,FALSE,"8,90","18,00"
Magic 2010,Overrun,FALSE,"0,04","0,02"
Onslaught,Oversold Cemetery,FALSE,"2,80","2,07"
Shadowmoor,Oversoul of Dusk,FALSE,"0,72","0,68"
Modern Masters 2015,Overwhelming Stampede,FALSE,"0,16","0,05"
Magic 2011,Overwhelming Stampede,FALSE,"0,20","0,18"
Future Sight,Pact of Negation,FALSE,"15,68","17,55"
Conspiracy: Take the Crown,Palace Jailer,TRUE,"9,75","14,40"
Conspiracy: Take the Crown,Palace Sentinels,TRUE,"0,11","6,08"
Exodus,Paladin en-Vec,FALSE,"0,08","0,23"
Legends,Palladia-Mors,FALSE,"6,10","8,55"
Scars of Mirrodin,Palladium Myr,FALSE,"0,14","0,09"
Kaladesh,Panharmonicon,FALSE,"1,48","0,72"
Kaladesh,Panharmonicon,TRUE,"3,39","4,49"
Aether Revolt,Paradox Engine,TRUE,"6,36","8,54"
Nemesis,Parallax Nexus,TRUE,"1,53","1,80"
Nemesis,Parallax Tide,TRUE,"8,47","16,99"
Innistrad,Past in Flames,FALSE,"1,10","1,80"
Modern Masters 2017,Path to Exile,TRUE,"4,24","4,95"
Modern Masters 2017,Path to Exile,FALSE,"1,69","3,38"
Conflux,Path to Exile,FALSE,"4,49","4,04"
Betrayers of Kamigawa,Patron of the Orochi,TRUE,"7,63","7,20"
Tempest,Pearl Medallion,FALSE,"1,91","1,13"
Champions of Kamigawa,Peer Through Depths,FALSE,"0,04","0,02"
Modern Masters 2015,Pelakka Wurm,FALSE,"0,04","0,02"
Fifth Dawn,Pentad Prism,FALSE,"0,04","0,02"
Mirrodin,Pentavus,FALSE,"0,08","0,03"
Mirrodin,Pentavus,TRUE,"0,45","0,44"
Mirrodin,Pentavus,FALSE,"0,08","0,03"
Eternal Masters,Peregrine Drake,FALSE,"0,04","0,02"
Eternal Masters,Peregrine Drake,TRUE,"0,14","0,14"
Modern Masters,Perilous Research,FALSE,"0,04","0,02"
Modern Masters,Perilous Research,TRUE,"0,08","0,13"
Magic 2015,Perilous Vault,FALSE,"0,68","1,31"
Apocalypse,Pernicious Deed,FALSE,"2,12","2,66"
Portal,Personal Tutor,FALSE,"11,02","8,81"
Lorwyn,Pestermite,FALSE,"0,10","0,05"
Lorwyn,Pestermite,TRUE,"1,91","2,17"
Champions of Kamigawa,Petals of Insight,TRUE,"0,05","0,26"
Planar Chaos,Phantasmagorian,FALSE,"0,21","0,05"
Magic 2012,Phantasmal Image,TRUE,"4,75","7,11"
Judgment,Phantom Nomad,TRUE,"0,14","0,45"
Journey into Nyx,Pharika's Chosen,TRUE,"0,14","0,09"
Alliances,Phelddagrif,FALSE,"0,55","1,43"
Magic 2011,Phylactery Lich,FALSE,"0,08","0,17"
Apocalypse,Phyrexian Arena,TRUE,"36,01","39,60"
Invasion,Phyrexian Delver,FALSE,"0,08","0,08"
Mirage,Phyrexian Dreadnought,FALSE,"8,47","9,89"
New Phyrexia,Phyrexian Metamorph,FALSE,"3,56","3,36"
New Phyrexia,Phyrexian Metamorph,TRUE,"5,08","7,65"
Urza's Saga,Phyrexian Processor,FALSE,"0,38","0,59"
Commander 2013,Phyrexian Reclamation,FALSE,"1,06","0,13"
Urza's Legacy,Phyrexian Reclamation,FALSE,"0,55","0,09"
Urza's Legacy,Phyrexian Reclamation,TRUE,"17,80","40,50"
